Stat,Test,ODI,T20,IPL
Matches,0,0,14,0
Innings,0,0,14,0
Runs,0,0,415,0
Balls,0,0,255,0
Highest,0,0,103,0
Average,0,0,29.64,0
SR,0,0,162.75,0
Not Out,0,0,0,0
Fours,0,0,33,0
Sixes,0,0,24,0
Ducks,0,0,1,0
