Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",4(3),HKC W,T20I,Mong Kok,08 May 26,133.3,0,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",1(3),MLYW,T20I,Mong Kok,08 May 26,33.3,0,0
"HONG KONG, CHINA WOMEN T20I TRI-SERIES, 2026",6(8),MLYW,T20I,Mong Kok,07 May 26,75,0,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,DNB,MGLW,T20I,Hangzhou,25 Sep 25,DNB,DNB,DNB
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,DNB,HKC W,T20I,Hangzhou,23 Sep 25,DNB,DNB,DNB
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,4(4),MMRW,T20I,Hangzhou,22 Sep 25,100,1,0
WOMENS T20I QUADRANGULAR SERIES IN CHINA 2025,DNB,MGLW,T20I,Hangzhou,20 Sep 25,DNB,DNB,DNB
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,DNB,PHIW,T20I,"Sano, Kanto",08 Jun 25,DNB,DNB,DNB
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,4*(9),JPNW,T20I,"Sano, Kanto",06 Jun 25,44.4,0,0
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,DNB,MGLW,T20I,"Sano, Kanto",05 Jun 25,DNB,DNB,DNB
WOMENS T20 PENTANGULAR SERIES IN JAPAN 2025,DNB,PHIW,T20I,"Sano, Kanto",04 Jun 25,DNB,DNB,DNB
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",9*(13),HKC W,T20I,Mong Kok,08 Dec 24,69.2,1,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",0(2),THAIW,T20I,Mong Kok,07 Dec 24,0,0,0
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",DNB,NAMW,T20I,Mong Kok,05 Dec 24,DNB,DNB,DNB
"WOMENS T20I QUADRANGULAR SERIES IN HONG KONG, CHINA 2024",1(7),HKC W,T20I,Mong Kok,04 Dec 24,14.2,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",11(15),HKC W,T20I,Hangzhou,10 Nov 24,73.3,2,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",DNB,MMRW,T20I,Hangzhou,09 Nov 24,DNB,DNB,DNB
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",5*(11),HKC W,T20I,Hangzhou,08 Nov 24,45.4,0,0
"WOMENS T20I QUADRANGULAR SERIES IN CHINA, 2024",DNB,MGLW,T20I,Hangzhou,07 Nov 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,SKRW,T20I,Incheon,13 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,JPNW,T20I,Incheon,12 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,SKRW,T20I,Incheon,11 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,HKC W,T20I,Incheon,09 Oct 24,DNB,DNB,DNB
WOMENS EAST ASIA CUP 2024,DNB,MGLW,T20I,Incheon,08 Oct 24,DNB,DNB,DNB
