batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,0,3,0,0,0.0,b Maxwell
Rahul Tripathi,58,37,6,2,156.76,c Lomror b Hazlewood
Aiden Markram,21,27,1,1,77.78,c Kohli b W Hasaranga
Nicholas Pooran,19,14,2,1,135.71,c Shahbaz Ahmed b W Hasaranga
Jagadeesha Suchith,2,7,0,0,28.57,st Karthik b W Hasaranga
Shashank Singh,8,9,0,1,88.89,c Maxwell b W Hasaranga
Kartik Tyagi,0,1,0,0,0.0,c Rajat Patidar b Hazlewood
Bhuvneshwar Kumar,8,9,1,0,88.89,c du Plessis b Harshal Patel
Umran Malik,0,1,0,0,0.0,lbw b W Hasaranga
Fazalhaq Farooqi,2,8,0,0,25.0,not out
