batter,runs,balls,fours,sixes,strike_rate,dismissal
Quinton de Kock,3,5,0,0,60.0,c Maxwell b Hazlewood
KL Rahul,30,24,3,1,125.0,c Karthik b Harshal Patel
Manish Pandey,6,8,1,0,75.0,c Harshal Patel b Hazlewood
Krunal Pandya,42,28,5,2,150.0,c Shahbaz Ahmed b Maxwell
Deepak Hooda,13,14,1,0,92.86,c Prabhudessai b Siraj
Ayush Badoni,13,13,2,0,100.0,c Karthik b Hazlewood
Marcus Stoinis,24,15,2,1,160.0,b Hazlewood
Jason Holder,16,8,0,2,200.0,c Siraj b Harshal Patel
Dushmantha Chameera,1,3,0,0,33.33,not out
Ravi Bishnoi,0,1,0,0,0.0,not out
