over,runs,wickets
1,9,0
2,2,0
3,3,0
4,5,0
5,9,0
6,17,0
7,5,0
8,5,0
9,15,0
10,11,0
11,17,0
12,8,0
13,7,0
14,13,0
15,10,0
16,15,0
17,7,0
18,11,0
19,14,0
20,16,0
