bowler,overs,maidens,runs,wickets,economy
Daniel Sams,4,0,32,1,8.0
Bumrah,4,0,27,0,6.8
Hrithik Shokeen,3,0,47,2,15.7
Riley Meredith,4,0,24,2,6.0
Kumar Kartikeya,4,0,19,1,4.8
Pollard,1,0,8,0,8.0
