batter,runs,balls,fours,sixes,strike_rate,dismissal
Robin Uthappa,22,14,4,0,157.14,c B Samantray b T Perera
Abhishek Nayar,0,2,0,0,0.0,c B Samantray b T Perera
Ashok Dinda,0,1,0,0,0.0,b A Mishra
Angelo Mathews,20,24,1,0,83.33,c D Steyn b A Mishra
Aaron Finch,16,13,3,0,123.08,c Quinton de Kock b T Perera
Bhuvneshwar Kumar,0,1,0,0,0.0,lbw b A Mishra
Manish Pandey,7,6,1,0,116.67,not out
Tirumalsetti Suman,12,14,1,0,85.71,lbw b Karan Sharma
Steven Smith,17,25,0,0,68.0,c Ashish Reddy b I Sharma
Mitchell Marsh,14,13,1,1,107.69,c Ashish Reddy b D Steyn
Rahul Sharma,0,1,0,0,0.0,b A Mishra
