batter,runs,balls,fours,sixes,strike_rate,dismissal
Yuvraj Singh,8,12,0,0,66.67,c P Patel b B Hodge
Graeme Smith,24,24,3,0,100.0,c R Singh b R Jadeja
Robin Uthappa,31,13,3,2,238.46,b M Muralitharan
Jesse Ryder,17,10,3,0,170.0,c & b V Kumar
Mithun Manhas,12,19,1,0,63.16,c R Jadeja b B Hodge
Wayne Parnell,1,5,0,0,20.0,run out (R Gomez/R Jadeja)
Mohnish Mishra,37,21,2,2,176.19,not out
Rahul Sharma,10,9,0,1,111.11,not out
