bowler,overs,maidens,runs,wickets,economy
RP Singh,3.0,0,30,0,10
S Sreesanth,3.0,0,21,0,7
Muthiah Muralidaran,3.5,0,42,1,12
Vinay Kumar,3.0,0,15,1,5
Ravindra Jadeja,4.0,0,28,1,7
Brad Hodge,2.0,0,14,2,7
