batter,runs,balls,fours,sixes,strike_rate,dismissal
Priyansh Arya,0,1,0,0,0.0,b Jofra Archer
Prabhsimran Singh,17,16,2,0,106.25,c W Hasaranga b Kumar Kartikeya
Shreyas Iyer,10,5,2,0,200.0,b Jofra Archer
Marcus Stoinis,1,7,0,0,14.29,c and b Sandeep Sharma
Nehal Wadhera,62,41,4,3,151.22,c Dhruv Jurel b W Hasaranga
Glenn Maxwell,30,21,3,1,142.86,c Yashasvi Jaiswal b M Theekshana
Shashank Singh,10,13,0,0,76.92,not out
Suryansh Shedge,2,4,0,0,50.0,c Hetmyer b Sandeep Sharma
Marco Jansen,3,6,0,0,50.0,c Hetmyer b M Theekshana
Arshdeep Singh,1,5,0,0,20.0,c W Hasaranga b Jofra Archer
Lockie Ferguson,4,1,1,0,400.0,not out
