Stat,Test,ODI,T20,IPL
Matches,0,22,61,7
Innings,0,21,61,7
Runs,0,582,1663,210
Balls,0,624,974,102
Highest,0,96,137,100
Average,0,27.71,28.67,35
SR,0,93.27,170.74,205.89
Not Out,0,0,3,1
Fours,0,78,146,21
Sixes,0,14,115,16
Ducks,0,3,5,0
