over,runs,wickets
1,4,0
2,4,0
3,11,0
4,9,0
5,4,0
6,13,0
7,5,0
8,12,0
9,11,0
10,8,0
11,4,0
12,12,0
13,7,0
14,9,0
15,9,0
16,1,0
17,8,0
18,3,0
19,4,0
20,4,0
