batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,3,5,0,0,60.0,c T Suman b M Patel
Brad Hogg,2,5,0,0,40.0,c J Franklin b M Patel
Johan Botha,2,3,0,0,66.67,c K Pollard b L Malinga
Owais Shah,76,42,5,5,180.95,b L Malinga
Ajinkya Rahane,40,31,4,2,129.03,c R Levi b K Pollard
Siddharth Trivedi,5,6,0,0,83.33,not out
Kevon Cooper,14,6,0,2,233.33,b M Patel
Ankeet Chavan,4,2,1,0,200.0,c D Karthik b K Pollard
Shreevats Goswami,0,1,0,0,0.0,c D Karthik b M Patel
Amit Singh,0,3,0,0,0.0,b K Pollard
Ashok Menaria,20,15,2,1,133.33,c R Sharma b K Pollard
