bowler,overs,maidens,runs,wickets,economy
Zaheer Khan,4,0,25,2,6.2
Mohammed Shami,4,0,37,2,9.2
Shahbaz Nadeem,3,0,21,1,7.0
Amit Mishra,3,0,26,0,8.7
Pat Cummins,4,0,31,1,7.8
Marlon Samuels,1,0,12,0,12.0
Corey Anderson,1,0,4,0,4.0
