batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Warne,3,9,0,0,33.33,c Badrinath b Balaji
Graeme Smith,2,5,0,0,40.0,c Badrinath b Morkel
Munaf Patel,0,1,0,0,0.0,c Patel b Oram
Ravindra Jadeja,37,33,2,1,112.12,c Hayden b Balaji
Dimitri Mascarenhas,8,8,1,0,100.0,c Muralitharan b Oram
Yusuf Pathan,20,13,3,0,153.85,c Raina b Balaji
Swapnil Asnodkar,10,8,0,1,125.0,hit wicket b Morkel
Siddharth Trivedi,2,3,0,0,66.67,c Raina b Balaji
Rob Quiney,28,31,4,0,90.32,lbw b Raina
Mahesh Rawat,8,6,1,0,133.33,not out
