batter,runs,balls,fours,sixes,strike_rate,dismissal
Salt,0,1,0,0,0.0,c Ravindra Jadeja b Tushar Deshpande
Narine,27,20,3,2,135.0,c M Theekshana b Ravindra Jadeja
Angkrish Raghuvanshi,24,18,3,1,133.33,lbw b Ravindra Jadeja
Shreyas Iyer,34,32,3,0,106.25,c Ravindra Jadeja b Mustafizur
Venkatesh Iyer,3,8,0,0,37.5,c Daryl Mitchell b Ravindra Jadeja
Ramandeep Singh,13,12,0,1,108.33,b M Theekshana
Rinku Singh,9,14,0,0,64.29,b Tushar Deshpande
Russell,10,10,2,0,100.0,c Daryl Mitchell b Tushar Deshpande
Anukul Roy,3,3,0,0,100.0,not out
Starc,0,3,0,0,0.0,c Rachin Ravindra b Mustafizur
Vaibhav Arora,1,1,0,0,100.0,not out
