Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
INDIAN PREMIER LEAGUE 2026,DNB,MI,T20,Mumbai,12 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,CSK,T20,Bengaluru,05 Apr 26,DNB,DNB,DNB
INDIAN PREMIER LEAGUE 2026,DNB,SRH,T20,Bengaluru,28 Mar 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,3(5),IND,T20I,Ahmedabad,08 Mar 26,60,0,0
ICC MEN'S T20 WORLD CUP 2026,DNB,CAN,T20I,Chennai,17 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,RSA,T20I,Ahmedabad,14 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,UAE,T20I,Chennai,10 Feb 26,DNB,DNB,DNB
ICC MEN'S T20 WORLD CUP 2026,DNB,AFG,T20I,Chennai,08 Feb 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",9*(5),IND,T20I,Thiruvananthapuram,31 Jan 26,180,1,0
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,IND,T20I,Visakhapatnam,28 Jan 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",4*(3),IND,T20I,Guwahati,25 Jan 26,133.3,0,0
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,IND,T20I,Raipur,23 Jan 26,DNB,DNB,DNB
"NEW ZEALAND TOUR OF INDIA, 2026",DNB,IND,T20I,Nagpur,21 Jan 26,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",17 & DNB,WI,Test,Mount Maunganui,18 Dec 25,68 & DNB,3 & DNB,0 & DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",11 & DNB,WI,Test,Wellington,10 Dec 25,84.6 & DNB,2 & DNB,0 & DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",4* & 10,WI,Test,Christchurch,02 Dec 25,200 & 111.1,1 & 2,0 & 0
"WEST INDIES TOUR OF NEW ZEALAND, 2025",DNB,WI,ODI,Hamilton,22 Nov 25,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",DNB,WI,ODI,Christchurch,16 Nov 25,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",DNB,WI,T20I,Dunedin,13 Nov 25,DNB,DNB,DNB
"WEST INDIES TOUR OF NEW ZEALAND, 2025",2*(1),WI,T20I,Nelson,09 Nov 25,200,0,0
