bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4,0,38,0,9.5
Zaheer Khan,4,0,38,1,9.5
Ashley Noffke,4,0,40,1,10.0
Jacques Kallis,4,0,48,1,12.0
Sunil Joshi,3,0,26,0,8.67
Cameron White,1,0,24,0,24.0
