Stat,Test,ODI,T20,IPL
Matches,0,0,3,8
Innings,0,0,1,1
Runs,0,0,1,5
Balls,0,0,1,5
Highest,0,0,1,5
Average,0,0,0,5
SR,0,0,100.00,100.00
Not Out,0,0,1,0
Fours,0,0,0,1
Sixes,0,0,0,0
Ducks,0,0,0,0
