Stat,Test,ODI,T20,IPL
Matches,0,0,3,8
Innings,0,0,3,8
Balls,0,0,72,169
Runs,0,0,83,291
Maidens,0,0,1,0
Wickets,0,0,4,9
Avg,0.0,0.0,20.75,32.33
Eco,0,0,6.92,10.33
SR,0.0,0.0,18.0,18.78
BBI,-/-,-/-,2/32,3/14
BBM,-/-,-/-,2/32,3/14
