batter,runs,balls,fours,sixes,strike_rate,dismissal
Chris Lynn,0,5,0,0,0.0,lbw b D Chahar
Narine,6,5,0,0,120.0,c D Chahar b Harbhajan
Uthappa,11,9,2,0,122.22,c Kedar Jadhav b D Chahar
Nitish Rana,0,3,0,0,0.0,c Rayudu b D Chahar
Karthik,19,21,3,0,90.48,c Harbhajan b Tahir
Shubman Gill,9,12,0,0,75.0,st Dhoni b Tahir
A Russell,50,44,5,3,113.64,not out
Chawla,8,13,0,1,61.54,st Dhoni b Harbhajan
Kuldeep Yadav,0,1,0,0,0.0,run out (Rayudu/Harbhajan)
Prasidh,0,2,0,0,0.0,c Harbhajan b Ravindra Jadeja
H Gurney,1,5,0,0,20.0,not out
