Series,Wickets,Opponent,Format,Venue,Date,Economy,Overs,Maidens
ICC CRICKET WORLD CUP 2023,1-13,NED,ODI,Bengaluru,12 Nov 23,4.3,3,0
ICC CRICKET WORLD CUP 2023,0-2,BAN,ODI,Pune,19 Oct 23,6.6,0.3,0
"ASIA CUP, 2022",0-6,HKC,T20I,Dubai,31 Aug 22,6,1,0
"INDIA TOUR OF NEW ZEALAND, 2020",DNB & 0-4,NZ,Test,Christchurch,29 Feb 20,DNB & 4,DNB & 1,DNB & 0
"SOUTH AFRICA TOUR OF INDIA, 2019",DNB & 0-4,RSA,Test,Pune,10 Oct 19,DNB & 4,DNB & 1,DNB & 0
"SRI LANKA TOUR OF INDIA, 2017",DNB & 0-1,SL,Test,Delhi,02 Dec 17,DNB & 1,DNB & 1,DNB & 0
"SRI LANKA TOUR OF INDIA, 2017",0-5 & DNB,SL,Test,Kolkata,16 Nov 17,4.5 & DNB,1.1 & DNB,0 & DNB
"INDIA TOUR OF SRI LANKA, 2017",0-12,SL,ODI,Colombo,31 Aug 17,6,2,0
"ICC CHAMPIONS TROPHY, 2017",0-17,SL,ODI,London,08 Jun 17,5.6,3,0
"INDIAN PREMIER LEAGUE, 2016",0-13,GL,T20,Bengaluru,14 May 16,13,1,0
"ICC WORLD T20, 2016",1-15,WI,T20I,Mumbai,31 Mar 16,10.7,1.4,0
"INDIA TOUR OF AUSTRALIA, 2016",0-7,AUS,ODI,Brisbane,15 Jan 16,7,1,0
"INDIA TOUR OF AUSTRALIA, 2016",0-13,AUS,ODI,Perth,12 Jan 16,6.5,2,0
"SOUTH AFRICA TOUR OF INDIA, 2015",DNB & 0-0,RSA,Test,Delhi,03 Dec 15,DNB & 0,DNB & 1,DNB & 1
"SOUTH AFRICA TOUR OF INDIA, 2015",0-14,RSA,ODI,Mumbai,25 Oct 15,7,2,0
"SOUTH AFRICA TOUR OF INDIA, 2015",0-1,RSA,ODI,Kanpur,11 Oct 15,5,0.2,0
"INDIA TOUR OF BANGLADESH, 2015",0-12,BAN,ODI,Dhaka,18 Jun 15,6,2,0
INDIAN PREMIER LEAGUE 2015,0-6,CSK,T20,Chennai,04 May 15,6,1,0
INDIAN PREMIER LEAGUE 2015,0-4,RR,T20,Ahmedabad,24 Apr 15,8,0.5,0
ICC CRICKET WORLD CUP 2015,0-7,AUS,ODI,Sydney,26 Mar 15,7,1,0
"SRI LANKA TOUR OF INDIA, 2014",0-6,SL,ODI,Cuttack,02 Nov 14,12,0.5,0
"WEST INDIES TOUR OF INDIA, 2014",0-14,WI,ODI,Dharamsala,17 Oct 14,14,1,0
"WEST INDIES TOUR OF INDIA, 2014",0-20,WI,ODI,Delhi,11 Oct 14,10,2,0
"ASIA CUP, 2014",0-6,BAN,ODI,Fatullah,26 Feb 14,5.4,1.1,0
INDIA TOUR OF NEW ZEALAND 2014,DNB & 0-13,NZ,Test,Wellington,14 Feb 14,DNB & 2.1,DNB & 6,DNB & 1
INDIA TOUR OF NEW ZEALAND 2014,0-4 & DNB,NZ,Test,Auckland,06 Feb 14,4 & DNB,1 & DNB,0 & DNB
INDIA TOUR OF NEW ZEALAND 2014,1-36,NZ,ODI,Wellington,31 Jan 14,5.1,7,0
INDIA TOUR OF NEW ZEALAND 2014,0-12,NZ,ODI,Hamilton,22 Jan 14,6,2,0
INDIA TOUR OF NEW ZEALAND 2014,0-13,NZ,ODI,Napier,19 Jan 14,4.3,3,0
INDIA IN SOUTH AFRICA 2013,DNB & 0-18,RSA,Test,Johannesburg,18 Dec 13,DNB & 3,DNB & 6,DNB & 0
INDIA IN SOUTH AFRICA 2013,0-22,RSA,ODI,Centurion,11 Dec 13,7.3,3,0
INDIA IN SOUTH AFRICA 2013,0-17,RSA,ODI,Durban,08 Dec 13,5.6,3,0
INDIA IN SOUTH AFRICA 2013,1-15,RSA,ODI,Johannesburg,05 Dec 13,7.5,2,0
AUSTRALIA TOUR OF INDIA 2013,0-15,AUS,ODI,Nagpur,30 Oct 13,7.5,2,0
AUSTRALIA TOUR OF INDIA 2013,0-18,AUS,ODI,Mohali,19 Oct 13,18,1,0
AUSTRALIA TOUR OF INDIA 2013,0-12,AUS,ODI,Pune,13 Oct 13,12,1,0
AUSTRALIA TOUR OF INDIA 2013,0-24,AUS,T20I,Rajkot,10 Oct 13,12,2,0
INDIA TOUR OF ZIMBABWE 2013,0-7,ZIM,ODI,Harare,28 Jul 13,7,1,0
INDIA AND SRI LANKA IN WEST INDIES TRI-SERIES 2013,0-17,SL,ODI,"Port of Spain, Trinidad",11 Jul 13,5.6,3,0
INDIA AND SRI LANKA IN WEST INDIES TRI-SERIES 2013,0-9,SL,ODI,"Kingston, Jamaica",02 Jul 13,4.5,2,0
ICC CHAMPIONS TROPHY 2013,0-11,PAK,ODI,Birmingham,15 Jun 13,5.5,2,0
ICC CHAMPIONS TROPHY 2013,0-26,WI,ODI,London,11 Jun 13,6.5,4,0
ENGLAND TOUR OF INDIA 2012-13,0-9,ENG,ODI,Rajkot,11 Jan 13,9,1,0
PAKISTAN IN INDIA 2012-13,0-21,PAK,ODI,Chennai,30 Dec 12,8.4,2.5,0
PAKISTAN IN INDIA 2012-13,0-21,PAK,T20I,Bengaluru,25 Dec 12,10.5,2,0
ENGLAND TOUR OF INDIA 2012-13,0-10,ENG,T20I,Pune,20 Dec 12,10,1,0
ICC WORLD T20 2012,1-21,PAK,T20I,Colombo,30 Sep 12,7,3,0
ICC WORLD T20 2012,0-10,AUS,T20I,Colombo,28 Sep 12,10,1,0
"NEW ZEALAND TOUR OF INDIA, 2012",0-27,NZ,T20I,Chennai,11 Sep 12,9,3,0
"INDIA TOUR OF SRI LANKA, 2012",0-13,SL,T20I,Pallekele,07 Aug 12,4.3,3,0
"INDIA TOUR OF SRI LANKA, 2012",0-3,SL,ODI,Pallekele,04 Aug 12,3,1,0
"INDIA TOUR OF SRI LANKA, 2012",0-7,SL,ODI,Colombo,31 Jul 12,3.5,2,0
INDIAN PREMIER LEAGUE 2012,0-36,CSK,T20,Chennai,12 Apr 12,18,2,0
INDIAN PREMIER LEAGUE 2012,0-13,KKR,T20,Bengaluru,10 Apr 12,13,1,0
"INDIA IN SOUTH AFRICA ONE-OFF T20I, 2012",0-15,RSA,T20I,Johannesburg,30 Mar 12,15,1,0
INDIA AND SRI LANKA IN AUSTRALIA TRI-SERIES 2012,0-14,SL,ODI,Brisbane,21 Feb 12,14,1,0
INDIA AND SRI LANKA IN AUSTRALIA TRI-SERIES 2012,0-4,AUS,ODI,Melbourne,05 Feb 12,4,1,0
