Stat,Test,ODI,T20,IPL
Matches,123,311,125,277
Innings,210,299,117,269
Runs,9230,14797,4188,9040
Balls,16608,15771,3056,6750
Highest,254,183,122,113
Average,46.85,58.72,48.7,39.82
SR,55.58,93.83,137.05,133.93
Not Out,13,47,31,42
Fours,1027,1376,369,813
Sixes,30,169,124,306
Ducks,15,18,7,11
