over,runs,wickets
1,11,0
2,8,0
3,9,0
4,6,0
5,8,0
6,11,0
7,9,0
8,4,0
9,7,0
10,8,0
11,5,0
12,13,0
13,10,0
14,6,0
15,6,0
16,7,0
17,6,0
18,4,0
19,16,0
