batter,runs,balls,fours,sixes,strike_rate,dismissal
Jason Roy,43,39,5,1,110.26,c Aman Hakim Khan b Kuldeep Yadav
Litton Das,4,4,1,0,100.0,c Lalit Yadav b Mukesh Kumar
Venkatesh Iyer,0,2,0,0,0.0,c Mitchell Marsh b Nortje
Nitish Rana,4,7,1,0,57.14,c Mukesh Kumar b Ishant
Mandeep,12,11,0,1,109.09,b Axar
Rinku Singh,6,8,1,0,75.0,c Lalit Yadav b Axar
Narine,4,6,1,0,66.67,c Warner b Ishant
Russell,38,31,1,4,122.58,not out
Anukul Roy,0,1,0,0,0.0,lbw b Kuldeep Yadav
Umesh,3,5,0,0,60.0,c and b Nortje
Chakaravarthy,1,6,0,0,16.67,run out ((sub)Yash Dhull/Salt)
