batter,runs,balls,fours,sixes,strike_rate,dismissal
VVS Laxman,10,12,1,0,83.33,c Pathan b Tait
Adam Gilchrist,1,3,0,0,33.33,c Pathan b Narwal
Andrew Symonds,22,14,3,0,157.14,run out (Jhunjhunwala/Warne)
Chaminda Vaas,8,13,0,0,61.54,run out (Dogra)
Herschelle Gibbs,25,14,2,2,178.57,st Ojha b Warne
Venugopal Rao,2,5,0,0,40.0,run out (Jhunjhunwala)
RP Singh,1,4,0,0,25.0,not out
Rohit Sharma,49,35,2,3,140.0,c Lumb b Tait
Tirumalsetti Suman,9,15,0,0,60.0,b Tait
Rahul Sharma,10,5,0,1,200.0,c Jhunjhunwala b Narwal
