batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,12,10,2,0,120.0,c Cameron White b I Sharma
Irfan Pathan,23,30,1,0,76.67,c H Vihari b T Perera
Mahela Jayawardene,12,14,1,1,85.71,c D Steyn b I Sharma
Johan Botha,9,14,1,0,64.29,c Akshath Reddy b A Rajan
Morne Morkel,0,1,0,0,0.0,c Ashish Reddy b T Perera
David Warner,0,4,0,0,0.0,c A Rajan b D Steyn
Kedar Jadhav,30,20,1,2,150.0,not out
Umesh Yadav,6,5,1,0,120.0,not out
Shahbaz Nadeem,0,1,0,0,0.0,b D Steyn
Manprit Juneja,15,22,0,0,68.18,c Cameron White b A Mishra
