batter,runs,balls,fours,sixes,strike_rate,dismissal
Hashim Amla,0,1,0,0,0.0,lbw b Bhuvneshwar
Manan Vohra,95,50,9,5,190.0,lbw b Bhuvneshwar
Glenn Maxwell,10,12,2,0,83.33,c Warner b Bhuvneshwar
Eoin Morgan,13,17,0,1,76.47,b Nabi
David Miller,1,6,0,0,16.67,b Rashid Khan
Wriddhiman Saha,0,2,0,0,0.0,b Rashid Khan
Axar Patel,7,12,0,0,58.33,c Dhawan b Henriques
Mohit Sharma,10,5,0,1,200.0,c Dhawan b Bhuvneshwar
KC Cariappa,1,5,0,0,20.0,b Bhuvneshwar
Ishant Sharma,2,5,0,0,40.0,b S Kaul
Sandeep Sharma,5,4,0,0,125.0,not out
