Stat,Test,ODI,T20,IPL
Matches,12,58,77,20
Innings,21,39,36,12
Runs,104,295,116,53
Balls,342,498,152,45
Highest,22,29,24,17
Average,5.47,11.35,5.27,13.25
SR,30.41,59.24,76.32,117.78
Not Out,2,13,14,8
Fours,13,21,9,3
Sixes,0,3,1,3
Ducks,5,4,7,2
