Stat,Test,ODI,T20,IPL
Matches,10,4,4,38
Innings,15,4,3,22
Balls,516,91,54,277
Runs,366,106,71,493
Maidens,5,0,0,0
Wickets,8,0,3,12
Avg,45.75,0.0,23.67,41.08
Eco,4.26,6.99,7.89,10.68
SR,64.5,0.0,18.0,23.08
BBI,2/32,0/13,2/23,2/17
BBM,3/82,0/13,2/23,2/17
