Stat,Test,ODI,T20,IPL
Matches,10,4,4,38
Innings,16,4,3,31
Runs,396,100,90,707
Balls,691,99,50,498
Highest,114,53,74,76
Average,26.4,33.33,45,29.46
SR,57.31,101.02,180.00,141.97
Not Out,1,1,1,7
Fours,40,3,4,45
Sixes,10,5,8,41
Ducks,2,0,1,1
