bowler,overs,maidens,runs,wickets,economy
Rishi Dhawan,2,0,15,0,7.5
Arshdeep Singh,4,0,39,0,9.8
Nathan Ellis,4,0,29,1,7.2
Sam Curran,3,0,44,0,14.7
Liam Livingstone,2,0,27,0,13.5
Harpreet Brar,1,0,4,1,4.0
Rahul Chahar,4,0,23,2,5.8
