over,runs,wickets
1,6,0
2,6,0
3,1,0
4,2,0
5,15,0
6,7,0
7,4,0
8,6,0
9,3,0
10,6,0
11,9,0
12,8,0
13,10,0
14,8,0
15,9,0
16,3,0
17,9,0
18,8,0
19,17,0
20,7,0
