bowler,overs,maidens,runs,wickets,economy
Irfan Pathan,4,0,38,0,9.5
Morne Morkel,3,0,29,1,9.67
Umesh Yadav,1,0,23,0,23.0
Ajit Agarkar,3,0,18,0,6.0
Roelof van der Merwe,3,0,15,1,5.0
Yogesh Nagar,1,0,15,0,15.0
