bowler,overs,maidens,runs,wickets,economy
Ma Ruike,4,0,10,1,2.5
Mingyue Zhu,4,0,17,0,4.2
Jiaping Li,1,0,11,0,11.0
Wang Huiying,2,0,9,1,4.5
Zhao Yihan,2,0,9,1,4.5
Cai Yuzhi,4,0,14,3,3.5
Gong Yuting,3,0,12,0,4.0
