bowler,overs,maidens,runs,wickets,economy
Hanuma Vihari,1.0,0,12,0,12.0
Dale Steyn,4.0,0,16,0,4.0
Ishant Sharma,3.4,0,30,1,8.82
Thisara Perera,3.0,0,35,1,11.67
Amit Mishra,4.0,0,42,0,10.5
Ashish Reddy,1.0,0,12,0,12.0
Cameron White,1.0,0,14,1,14.0
