batter,runs,balls,fours,sixes,strike_rate,dismissal
Yashasvi Jaiswal,34,36,1,2,94.44,b Stoinis
Jos Buttler,13,8,2,0,162.5,c Dhawan b Ashwin
Steven Smith,24,17,2,1,141.18,c Hetmyer b Nortje
Sanju Samson,5,9,0,0,55.56,c Hetmyer b Stoinis
Mahipal Lomror,1,2,0,0,50.0,c Axar b Ashwin
Rahul Tewatia,38,29,3,2,131.03,b Rabada
Andrew Tye,6,6,0,1,100.0,c Rabada b Axar
Jofra Archer,2,4,0,0,50.0,c Shreyas Iyer b Rabada
Shreyas Gopal,2,3,0,0,66.67,c Hetmyer b Harshal Patel
Kartik Tyagi,2,3,0,0,66.67,not out
Varun Aaron,1,2,0,0,50.0,c Pant b Rabada
