batter,runs,balls,fours,sixes,strike_rate,dismissal
Prabhsimran Singh,6,4,1,0,150.0,lbw b Swapnil Singh
Jonny Bairstow,27,16,4,1,168.75,c du Plessis b Lockie Ferguson
Rilee Rossouw,61,27,9,3,225.93,c Will Jacks b Karn Sharma
Shashank Singh,37,19,4,2,194.74,run out (Kohli)
Jitesh Sharma,5,4,1,0,125.0,b Karn Sharma
Liam Livingstone,0,2,0,0,0.0,c Karn Sharma b Swapnil Singh
Sam Curran,22,16,2,0,137.5,b Lockie Ferguson
Ashutosh Sharma,8,5,0,1,160.0,lbw b Siraj
Harshal Patel,0,1,0,0,0.0,c Lockie Ferguson b Siraj
Rahul Chahar,5,5,1,0,100.0,not out
Arshdeep Singh,4,3,1,0,133.33,c Karn Sharma b Siraj
