Stat,Test,ODI,T20,IPL
Matches,3,4,37,3
Innings,5,4,36,3
Balls,473,150,660,37
Runs,252,140,834,55
Maidens,17,1,0,0
Wickets,9,4,35,1
Avg,28.0,35.0,23.83,55.0
Eco,3.2,5.6,7.58,8.92
SR,52.56,37.5,18.86,37.0
BBI,5/64,2/32,4/21,1/18
BBM,5/68,2/32,4/21,1/18
