Stat,Test,ODI,T20,IPL
Matches,26,68,57,0
Innings,40,39,22,0
Runs,382,383,147,0
Balls,530,330,86,0
Highest,30,59,23,0
Average,11.94,13.68,13.36,0
SR,72.08,116.07,170.94,0
Not Out,8,11,11,0
Fours,34,28,7,0
Sixes,20,24,12,0
Ducks,7,5,4,0
