Stat,Test,ODI,T20,IPL
Matches,5,33,46,12
Innings,7,29,43,12
Runs,184,766,1000,291
Balls,228,720,627,176
Highest,102,120,110,73
Average,26.29,29.46,27.78,29.1
SR,80.71,106.39,159.49,165.35
Not Out,0,3,7,2
Fours,18,77,104,29
Sixes,1,22,39,16
Ducks,1,2,4,0
