Series,Score,Opponent,Format,Venue,Date,SR,4s,6s
"GIBRALTAR TOUR OF MALTA, 2026",1(6),Malta,T20I,Marsa,08 May 26,16.6,0,0
"GIBRALTAR TOUR OF MALTA, 2026",5(4),Malta,T20I,Marsa,08 May 26,125,1,0
"GIBRALTAR TOUR OF MALTA, 2026",40(21),Malta,T20I,Marsa,07 May 26,190.4,6,1
"GIBRALTAR TOUR OF MALTA, 2026",28(17),Malta,T20I,Marsa,07 May 26,164.7,1,3
BULGARIA T20I TRI-SERIES 2025,45(25),BGR,T20I,Sofia,13 Jul 25,180,3,3
BULGARIA T20I TRI-SERIES 2025,62(35),TKY,T20I,Sofia,12 Jul 25,177.1,6,4
BULGARIA T20I TRI-SERIES 2025,73(33),BGR,T20I,Sofia,11 Jul 25,221.2,4,8
BULGARIA T20I TRI-SERIES 2025,13(8),TKY,T20I,Sofia,11 Jul 25,162.5,3,0
BULGARIA T20I TRI-SERIES 2025,40(25),BGR,T20I,Sofia,10 Jul 25,160,8,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",5(6),NOR,T20I,Krefeld,13 Jul 24,83.3,1,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",23(34),SWE,T20I,Krefeld,11 Jul 24,67.6,1,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",1(4),SLV,T20I,Krefeld,10 Jul 24,25,0,0
"ICC MENS T20 WORLD CUP SUB REGIONAL EUROPE QUALIFIER B, 2024",4(6),GER,T20I,Krefeld,08 Jul 24,66.6,0,0
"GIBRALTAR TOUR OF PORTUGAL, 2023",74*(59),PORT,T20I,Albergaria,11 Apr 23,125.4,7,1
"GIBRALTAR TOUR OF PORTUGAL, 2023",61(46),PORT,T20I,Albergaria,11 Apr 23,132.6,7,1
"GIBRALTAR TOUR OF PORTUGAL, 2023",2(3),PORT,T20I,Albergaria,10 Apr 23,66.6,0,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,2(3),Malta,T20I,Brussels,03 Jul 22,66.6,0,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,18(25),HUN,T20I,Brussels,01 Jul 22,72,1,0
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,35(35),DEN,T20I,Brussels,29 Jun 22,100,2,2
ICC MENS T20 WORLD CUP EUROPE QUALIFIER GROUP C 2022,7(14),BEL,T20I,Ghent,28 Jun 22,50,1,0
VALLETTA CUP 2021,22(16),BGR,T20I,Marsa,24 Oct 21,137.5,1,1
VALLETTA CUP 2021,10(9),BGR,T20I,Marsa,23 Oct 21,111.1,1,0
VALLETTA CUP 2021,5(9),SUI,T20I,Marsa,22 Oct 21,55.5,0,0
VALLETTA CUP 2021,45*(26),Malta,T20I,Marsa,21 Oct 21,173,3,3
