Stat,Test,ODI,T20,IPL
Matches,1,0,0,21
Innings,1,0,0,21
Balls,108,0,0,403
Runs,89,0,0,604
Maidens,1,0,0,0
Wickets,1,0,0,27
Avg,89.0,0.0,0.0,22.37
Eco,4.94,0,0,8.99
SR,108.0,0.0,0.0,14.93
BBI,1/89,-/-,-/-,3/13
BBM,1/89,-/-,-/-,3/13
