Stat,Test,ODI,T20,IPL
Matches,1,0,0,21
Innings,1,0,0,9
Runs,0,0,0,55
Balls,3,0,0,44
Highest,0,0,0,19
Average,0,0,0,27.5
SR,0.00,0,0,125.00
Not Out,0,0,0,7
Fours,0,0,0,4
Sixes,0,0,0,2
Ducks,1,0,0,1
