bowler,overs,maidens,runs,wickets,economy
N Thushara,4,0,42,0,10.5
Anshul Kamboj,4,0,42,1,10.5
Bumrah,4,0,23,1,5.8
Hardik Pandya,4,0,31,3,7.8
Chawla,4,0,33,3,8.2
