batter,runs,balls,fours,sixes,strike_rate,dismissal
Head,48,30,7,1,160.0,c Tilak Varma b Chawla
Abhishek Sharma,11,16,0,1,68.75,c Ishan Kishan b Bumrah
Mayank Agarwal,5,6,1,0,83.33,b Anshul Kamboj
Nitish Reddy,20,15,2,0,133.33,c Anshul Kamboj b Hardik Pandya
Klaasen,2,4,0,0,50.0,b Chawla
Marco Jansen,17,12,1,1,141.67,b Hardik Pandya
Shahbaz Ahmed,10,12,0,0,83.33,c Suryakumar Yadav b Hardik Pandya
Abdul Samad,3,4,0,0,75.0,lbw b Chawla
Cummins,35,17,2,2,205.88,not out
Sanvir Singh,8,7,0,0,114.29,not out
