batter,runs,balls,fours,sixes,strike_rate,dismissal
W Saha,2,10,0,0,20.0,b Mukesh Kumar
Shubman Gill,8,6,2,0,133.33,c Prithvi Shaw b Ishant
Sai Sudharsan,12,9,2,0,133.33,run out (Sumit Kumar)
David Miller,2,6,0,0,33.33,c Pant b Ishant
Abhinav Manohar,8,14,1,0,57.14,st Pant b Tristan Stubbs
Rahul Tewatia,10,15,1,0,66.67,lbw b Axar
Shahrukh Khan,0,1,0,0,0.0,st Pant b Tristan Stubbs
Rashid Khan,31,24,2,1,129.17,c Pant b Mukesh Kumar
Mohit Sharma,2,14,0,0,14.29,c Sumit Kumar b Khaleel Ahmed
Noor Ahmad,1,7,0,0,14.29,b Mukesh Kumar
Spencer Johnson,1,1,0,0,100.0,not out
