batter,runs,balls,fours,sixes,strike_rate,dismissal
Prithvi Shaw,16,5,4,0,320.0,c Abdul Samad b Washington Sundar
David Warner,1,3,0,0,33.33,c Cummins b Bhuvneshwar
Jake Fraser-McGurk,65,18,5,7,361.11,c Klaasen b Markande
Abishek Porel,42,22,7,1,190.91,st Klaasen b Markande
Tristan Stubbs,10,11,0,0,90.91,c Shahbaz Ahmed b Nitish Reddy
Rishabh Pant,44,35,5,1,125.71,c T Natarajan b Nitish Reddy
Lalit Yadav,7,8,1,0,87.5,b T Natarajan
Axar Patel,6,8,0,0,75.0,c Cummins b T Natarajan
Anrich Nortje,0,2,0,0,0.0,b T Natarajan
Kuldeep Yadav,0,1,0,0,0.0,lbw b T Natarajan
Mukesh Kumar,0,2,0,0,0.0,not out
