batter,runs,balls,fours,sixes,strike_rate,dismissal
Kyle Mayers,13,14,2,0,92.86,c Mayank Agarwal b Fazalhaq Farooqi
KL Rahul,35,31,4,0,112.9,lbw b Adil Rashid
Deepak Hooda,7,8,0,1,87.5,c and b Bhuvneshwar
Krunal Pandya,34,23,4,1,147.83,c Anmolpreet Singh b Umran Malik
Marcus Stoinis,10,13,2,0,76.92,not out
Romario Shepherd,0,1,0,0,0.0,lbw b Adil Rashid
Nicholas Pooran,11,6,1,1,183.33,not out
