batter,runs,balls,fours,sixes,strike_rate,dismissal
Kendel Fleming,11,14,0,0,78.57,c Womejo Wotu b Patrick Matautaava
Abhishek Anand,14,10,2,0,140.0,c Womejo Wotu b Joshua Rasu
Eesam Rahman,30,36,1,1,83.33,c Womejo Wotu b Joshua Rasu
Benjamin Ito Davis,2,4,0,0,50.0,b Darren Wotu
Sabaorish Ravichandran,18,19,1,0,94.74,run out (Darren Wotu/Womejo Wotu)
Ibrahim Takahashi,10,10,0,1,100.0,b Patrick Matautaava
Declan Suzuki,2,3,0,0,66.67,c Jarryd Allan b Joshua Rasu
Charlie Hara-Hinze,0,2,0,0,0.0,b Joshua Rasu
Shirai Patmore,6,8,0,0,75.0,b Patrick Matautaava
Shoma Slater,12,9,1,0,133.33,c Andrew Mansale b Womejo Wotu
Abdul Samad,5,4,0,0,125.0,not out
