bowler,overs,maidens,runs,wickets,economy
Joshua Rasu,4.0,0,24,4,6.0
Darren Wotu,2.0,0,15,1,7.5
Nicholas Venables,4.0,0,16,0,4.0
Patrick Matautaava,2.4,0,9,3,3.4
Williamsing Nalisa,4.0,0,26,0,6.5
Nalin Nipiko,1.0,0,9,0,9.0
Womejo Wotu,2.0,0,16,1,8.0
