batter,runs,balls,fours,sixes,strike_rate,dismissal
Parthiv Patel,1,3,0,0,33.33,b I Pathan
Mahela Jayawardene,18,28,2,0,64.29,c V Sehwag b A Agarkar
Brendon McCullum,7,7,1,0,100.0,b I Pathan
Brad Hodge,27,25,3,0,108.0,c N Ojha b M Morkel
RP Singh,1,1,0,0,100.0,not out
S Sreesanth,0,2,0,0,0.0,b R Merwe
Ramesh Powar,0,1,0,0,0.0,b R Merwe
Ravindra Jadeja,31,22,3,1,140.91,c R Merwe b A Agarkar
Vinay Kumar,11,9,0,1,122.22,c U Yadav b R Merwe
Balachandra Akhil,13,9,0,1,144.44,c N Ojha b M Morkel
Michael Klinger,2,6,0,0,33.33,c R Merwe b M Morkel
