Stat,Test,ODI,T20,IPL
Matches,0,61,106,100
Innings,0,58,97,97
Runs,0,1983,2275,2476
Balls,0,2000,1668,1502
Highest,0,118,98,87
Average,0,39.66,26.15,32.16
SR,0,99.15,136.40,164.85
Not Out,0,8,10,20
Fours,0,157,152,167
Sixes,0,80,149,180
Ducks,0,3,3,9
