bowler,overs,maidens,runs,wickets,economy
Jofra Archer,4,0,32,2,8.0
Tushar Deshpande,3,0,38,0,12.7
Sandeep Sharma,4,0,33,0,8.2
M Theekshana,4,0,40,1,10.0
W Hasaranga,4,0,38,1,9.5
Riyan Parag,1,0,6,0,6.0
