batter,runs,balls,fours,sixes,strike_rate,dismissal
Dinesh Karthik,51,36,4,3,141.67,c Mohit Sharma b Hilfenhaus
Jean-Paul Duminy,28,17,5,0,164.71,not out
Kevin Pietersen,0,1,0,0,0.0,b Mohit Sharma
Murali Vijay,35,30,2,1,116.67,c du Plessis b R Jadeja
Laxmi Shukla,0,2,0,0,0.0,c I Pandey b Ashwin
Kedar Jadhav,29,18,2,2,161.11,not out
Quinton de Kock,24,16,3,2,150.0,run out (Raina/R Jadeja/Mohit Sharma)
