bowler,overs,maidens,runs,wickets,economy
Khaleel Ahmed,4,0,43,0,10.8
Anrich Nortje,4,0,29,1,7.2
Lalit Yadav,1,0,6,0,6.0
Shardul Thakur,4,0,36,4,9.0
Axar Patel,4,0,14,2,3.5
Kuldeep Yadav,3,0,14,2,4.7
