over,runs,wickets
1,8,0
2,6,0
3,12,0
4,13,0
5,18,0
6,6,0
7,5,0
8,7,0
9,6,0
10,9,0
11,21,0
12,3,0
13,5,0
14,5,0
15,7,0
16,8,0
17,4,0
18,16,0
19,8,0
