batter,runs,balls,fours,sixes,strike_rate,dismissal
Lokesh Rahul,32,26,4,1,123.08,b Rashid Khan
Chris Gayle,23,22,1,2,104.55,c and b Basil Thampi
Mayank Agarwal,12,15,0,0,80.0,c Manish Pandey b Shakib
Karun Nair,13,17,0,0,76.47,lbw b Rashid Khan
Aaron Finch,8,4,0,1,200.0,c Manish Pandey b Shakib
Manoj Tiwary,1,5,0,0,20.0,c Williamson b Sandeep Sharma
Ravichandran Ashwin,4,6,0,0,66.67,c Williamson b Rashid Khan
Andrew Tye,4,2,1,0,200.0,lbw b Sandeep Sharma
Barinder Sran,2,5,0,0,40.0,run out (Saha)
Ankit Rajpoot,8,9,1,0,88.89,b Basil Thampi
Mujeeb Ur Rahman,10,5,2,0,200.0,not out
