batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,9,8,2,0,112.5,c Sangakkara b Lee
Tillakaratne Dilshan,10,19,1,0,52.63,c Yuvraj Singh b Sreesanth
Farveez Maharoof,3,8,0,0,37.5,b Lee
Dinesh Karthik,32,29,0,1,110.34,c Mota b Pathan
Daniel Vettori,1,2,0,0,50.0,c Sohal b Pathan
Ashish Nehra,1,1,0,0,100.0,not out
Gautam Gambhir,8,11,0,0,72.73,run out (Sangakkara/Mota)
AB de Villiers,11,11,1,0,100.0,c Yuvraj Singh b Sreesanth
Mithun Manhas,26,25,2,0,104.0,c Sohal b Mota
Rajat Bhatia,0,1,0,0,0.0,c Chawla b Lee
Pradeep Sangwan,5,5,0,0,100.0,not out
