bowler,overs,maidens,runs,wickets,economy
Bhuvneshwar Kumar,4.0,0,32,2,8.0
Ashish Nehra,2.5,0,35,0,14.0
Mustafizur Rahman,4.0,0,32,1,8.0
Ben Cutting,1.1,0,11,0,10.0
Karn Sharma,4.0,0,26,0,6.5
Moises Henriques,3.0,0,29,1,9.67
Yuvraj Singh,1.0,0,11,0,11.0
