Stat,Test,ODI,T20,IPL
Matches,57,199,155,131
Innings,100,171,143,129
Runs,2907,5515,4037,4455
Balls,5365,4788,2732,2977
Highest,152,162,101,124
Average,31.95,39.11,33.64,39.78
SR,54.19,115.19,147.77,149.65
Not Out,9,30,23,17
Fours,339,444,373,441
Sixes,33,184,175,202
Ducks,9,15,10,8
