Stat,Test,ODI,T20,IPL
Matches,40,61,36,127
Innings,73,61,36,124
Runs,2843,2953,869,4244
Balls,4623,2982,627,3031
Highest,269,208,126,129
Average,42.43,55.72,28.03,39.66
SR,61.50,99.03,138.60,140.02
Not Out,6,8,5,17
Fours,318,335,98,407
Sixes,46,63,26,136
Ducks,5,1,2,4
