batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,1,2,0,0,50.0,c Will Jacks b Swapnil Singh
Jake Fraser-McGurk,21,8,2,2,262.5,run out (Yash Dayal)
Abishek Porel,2,3,0,0,66.67,c Lockie Ferguson b Yash Dayal
Shai Hope,29,23,4,0,126.09,c Karn Sharma b Lockie Ferguson
Kumar Kushagra,2,3,0,0,66.67,lbw b Siraj
Axar Patel,57,39,5,3,146.15,c du Plessis b Yash Dayal
Tristan Stubbs,3,4,0,0,75.0,run out (Green)
Rasikh Dar Salam,10,12,1,0,83.33,c Will Jacks b Green
Kuldeep Yadav,6,10,0,0,60.0,b Yash Dayal
Mukesh Kumar,3,7,0,0,42.86,c Lomror b Lockie Ferguson
Ishant Sharma,0,4,0,0,0.0,not out
