Stat,Test,ODI,T20,IPL
Matches,0,0,15,0
Innings,0,0,15,0
Balls,0,0,231,0
Runs,0,0,293,0
Maidens,0,0,0,0
Wickets,0,0,15,0
Avg,0.0,0.0,19.53,0.0
Eco,0,0,7.61,0
SR,0.0,0.0,15.4,0.0
BBI,-/-,-/-,3/23,-/-
BBM,-/-,-/-,3/23,-/-
